ID,Customer_ID,Seller_ID,Number_of_Items,Order_Date,Order_Time,Estimated_Delivery_Date,Date_delivered
1878547,71656,278437,4,2022-12-13,08:27:32,2022-12-18,2022-12-19
1429869,79225,151151,1,2022-09-08,17:38:17,2022-09-08,2022-09-10
2949305,30929,368528,2,2022-11-28,20:42:15,2022-11-29,2022-11-30
1258345,99689,538719,3,2022-11-09,04:30:35,2022-11-09,2022-11-10
2210786,71634,351929,7,2021-01-04,10:03:53,2021-01-09,2021-01-08
3298280,40394,232924,8,2021-04-20,08:04:38,2021-04-23,2021-04-20
3036817,63105,871084,4,2022-12-12,01:13:53,2022-12-12,2022-12-17
2153691,59329,257965,5,2021-11-18,08:03:19,2021-11-19,2021-11-18
2017882,98691,825656,8,2021-01-05,20:05:36,2021-01-07,2021-01-05
2051708,13262,565616,2,2022-10-18,05:45:33,2022-10-19,2022-10-21
1777642,92118,658969,1,2021-08-13,01:39:16,2021-08-16,2021-08-16
1521306,92060,761481,1,2021-01-08,16:32:51,2021-01-08,2021-01-08
2027595,44499,267481,4,2022-08-05,20:26:42,2022-08-10,2022-08-07
2559859,83757,369934,5,2021-07-03,00:44:09,2021-07-04,2021-07-06
2977897,65693,191401,5,2021-03-12,10:33:04,2021-03-17,2021-03-12
2154405,79685,665740,4,2022-11-15,08:01:34,2022-11-15,2022-11-19
1548469,64640,389246,5,2022-02-23,07:14:25,2022-02-23,2022-02-24
3083358,70404,835291,7,2021-10-22,09:31:21,2021-10-24,2021-10-23
1573189,34914,477287,8,2022-06-14,07:56:33,2022-06-15,2022-06-21
2183246,92326,514732,4,2022-04-18,17:32:40,2022-04-20,2022-04-20
1216973,50872,865781,3,2022-01-22,07:43:07,2022-01-24,2022-01-22
3283269,56152,762821,5,2021-04-11,10:59:22,2021-04-16,2021-04-14
2878424,27291,564771,3,2022-11-06,11:09:10,2022-11-07,2022-11-14
1988649,85046,179230,6,2021-01-21,19:13:31,2021-01-25,2021-01-22
2534186,63562,791313,1,2022-04-01,12:52:41,2022-04-02,2022-04-04
1150567,48224,777530,2,2021-01-20,07:14:45,2021-01-24,2021-01-22
2838937,95689,519372,2,2021-08-07,11:22:29,2021-08-10,2021-08-10
3039129,88445,313415,3,2022-01-23,00:56:34,2022-01-24,2022-01-29
2660071,10885,871552,6,2021-08-11,20:38:56,2021-08-12,2021-08-17
1832156,59761,401642,8,2022-03-27,04:14:25,2022-03-27,2022-03-29
2500244,47752,255180,6,2021-10-24,04:13:24,2021-10-29,2021-10-26
1160827,85900,886550,8,2021-11-11,13:11:16,2021-11-15,2021-11-14
2356913,24799,608983,7,2021-11-27,12:37:23,2021-11-30,2021-11-29
1255324,35430,156569,5,2021-05-12,15:26:26,2021-05-14,2021-05-14
3367139,75249,792562,5,2021-02-03,03:59:48,2021-02-06,2021-02-06
1266398,42746,404864,1,2021-06-11,09:57:21,2021-06-12,2021-06-13
1992590,50569,564836,2,2021-03-26,09:10:48,2021-03-29,2021-03-26
2495877,45590,321725,5,2022-03-16,02:19:18,2022-03-19,2022-03-19
3073336,93149,494234,6,2021-09-14,18:56:04,2021-09-15,2021-09-17
2494196,88386,688744,5,2022-12-14,10:28:55,2022-12-16,2022-12-16
2705887,32627,486085,2,2022-07-26,00:30:22,2022-07-27,2022-08-01
1975531,16694,704884,7,2021-12-18,21:59:29,2021-12-19,2021-12-20
2126581,97058,125324,4,2021-05-15,00:28:33,2021-05-15,2021-05-19
2499207,57418,772298,5,2021-04-28,05:01:21,2021-04-28,2021-04-29
1902759,25822,402389,2,2022-08-06,19:04:08,2022-08-07,2022-08-07
2576471,48811,186556,6,2021-09-20,01:32:18,2021-09-23,2021-09-22
3307443,70173,871084,4,2021-04-30,12:31:32,2021-05-01,2021-05-01
1465099,22018,640535,8,2021-03-14,04:58:03,2021-03-14,2021-03-19
3212836,60764,364854,3,2022-08-07,11:00:53,2022-08-07,2022-08-10
2180464,60985,626762,8,2022-05-02,11:44:16,2022-05-03,2022-05-05
3380207,78725,117717,6,2022-09-23,12:12:47,2022-09-26,2022-09-24
3360334,57097,297127,5,2021-11-10,10:49:50,2021-11-10,2021-11-11
1455061,69072,396701,3,2021-05-16,10:31:17,2021-05-20,2021-05-17
1939858,75640,692591,3,2022-04-22,22:56:30,2022-04-25,2022-04-25
1170127,85759,779333,2,2022-09-03,02:12:30,2022-09-06,2022-09-06
2169956,66323,504506,8,2021-11-22,05:05:39,2021-11-22,2021-11-24
3136704,46479,633174,1,2021-06-07,19:56:03,2021-06-08,2021-06-11
1016083,84484,644841,7,2021-04-02,00:01:38,2021-04-07,2021-04-05
2615363,10678,263079,4,2022-06-30,23:04:17,2022-07-05,2022-06-30
1666762,33828,149362,1,2021-06-26,18:26:56,2021-06-28,2021-06-27
1724540,44964,592219,7,2022-01-31,07:13:40,2022-01-31,2022-02-01
2185616,40205,666023,6,2022-05-08,17:28:45,2022-05-13,2022-05-12
1647020,35922,382268,7,2021-12-13,22:51:32,2021-12-14,2021-12-14
3023424,10599,250716,3,2022-01-02,22:38:38,2022-01-02,2022-01-03
2906618,79474,583046,4,2021-05-13,01:59:00,2021-05-15,2021-05-18
2793826,55286,665314,6,2022-12-08,11:14:14,2022-12-09,2022-12-09
3144371,96473,165790,2,2021-09-06,05:19:10,2021-09-09,2021-09-09
1285410,42431,572562,1,2022-07-14,22:24:38,2022-07-16,2022-07-17
1585450,11571,510483,5,2021-06-04,14:27:31,2021-06-04,2021-06-05
2334936,76494,374527,7,2022-04-08,12:05:08,2022-04-09,2022-04-10
3412760,10006,598534,4,2021-05-31,15:12:31,2021-06-06,2021-06-02
3128226,85341,632394,8,2022-05-01,21:07:18,2022-05-01,2022-05-02
2132895,53192,377621,6,2021-07-16,03:27:23,2021-07-16,2021-07-20
1782067,59636,170600,1,2022-05-16,16:42:14,2022-05-16,2022-05-17
1335431,16765,367087,3,2021-07-13,12:45:25,2021-07-19,2021-07-14
1696051,54330,537726,2,2022-04-16,04:23:02,2022-04-19,2022-04-17
2994797,63502,768511,6,2021-12-06,01:58:12,2021-12-06,2021-12-09
1151634,95490,496458,4,2022-08-01,03:31:39,2022-08-02,2022-08-04
1914787,73115,879736,1,2021-07-15,02:31:05,2021-07-18,2021-07-16
3188169,52656,644424,4,2022-10-19,00:23:23,2022-10-21,2022-10-21
2224725,47896,249673,2,2021-06-21,01:04:34,2021-06-22,2021-06-27
2042870,10986,369934,7,2022-05-03,02:13:23,2022-05-08,2022-05-07
1799327,31696,408543,7,2022-02-02,05:22:49,2022-02-07,2022-02-05
2526010,48851,688744,1,2021-02-25,12:25:34,2021-02-25,2021-02-28
1951197,49078,668871,1,2021-11-21,13:31:16,2021-11-26,2021-11-23
1953368,20397,408543,8,2022-11-27,10:50:50,2022-11-29,2022-11-27
2674602,54620,538719,2,2022-05-27,04:46:30,2022-05-29,2022-05-29
1135543,24023,405092,6,2021-01-11,03:27:05,2021-01-12,2021-01-15
2231194,44073,760689,5,2021-03-30,23:21:21,2021-04-02,2021-04-01
3052985,45975,479576,7,2022-12-08,21:09:32,2022-12-13,2022-12-12
1232386,15832,447310,6,2022-10-07,16:55:37,2022-10-09,2022-10-10
1178193,28295,898255,4,2021-04-25,14:54:26,2021-04-27,2021-04-26
1056068,46032,239770,6,2022-04-24,21:02:16,2022-04-29,2022-05-01
2745239,31635,768903,8,2022-02-20,05:08:59,2022-02-20,2022-02-26
2381234,41149,634978,4,2022-08-30,00:55:01,2022-09-05,2022-08-30
3108962,80491,565616,6,2021-08-25,17:11:53,2021-08-27,2021-08-26
3267559,91088,445620,3,2022-02-10,03:02:24,2022-02-10,2022-02-12
2508743,79965,134864,1,2021-11-15,00:20:30,2021-11-15,2021-11-15
2756568,37959,255180,6,2022-04-25,09:39:30,2022-04-26,2022-04-28
2980686,64642,797185,2,2022-03-28,12:19:33,2022-03-28,2022-03-29
1010294,66854,231655,2,2022-12-15,22:26:54,2022-12-16,2022-12-17
3285584,10059,688949,7,2021-09-12,00:13:35,2021-09-13,2021-09-12
1660249,50468,181096,7,2022-12-25,16:39:48,2022-12-25,2022-12-29
3256634,18260,326689,4,2022-06-20,21:11:15,2022-06-25,2022-06-26
1441142,81942,250716,2,2022-02-13,06:43:54,2022-02-16,2022-02-14
2827641,97660,599963,5,2022-07-25,10:09:51,2022-07-30,2022-07-28
3435436,23069,662544,6,2021-11-19,07:36:16,2021-11-21,2021-11-20
1520740,39370,581301,6,2022-10-08,02:19:41,2022-10-09,2022-10-09
1294513,17193,280960,7,2021-06-27,09:56:31,2021-07-01,2021-07-03
3070505,26206,117717,8,2021-09-20,01:31:02,2021-09-22,2021-09-22
1644509,93810,247237,7,2021-09-30,11:23:18,2021-10-02,2021-10-02
1526123,85917,496458,2,2022-06-23,11:04:16,2022-06-26,2022-06-25
2417267,12795,626390,1,2022-11-01,05:20:15,2022-11-01,2022-11-02
2459340,92607,729787,5,2021-10-25,07:15:11,2021-10-31,2021-10-25
1797491,38779,228501,3,2022-07-11,04:13:41,2022-07-12,2022-07-11
2727039,80486,785933,6,2022-11-29,16:38:23,2022-12-02,2022-12-01
2013989,23241,804720,6,2021-02-14,20:03:43,2021-02-16,2021-02-15
1831743,30365,392379,8,2022-09-29,06:19:27,2022-09-30,2022-09-29
1453321,75630,396701,5,2021-04-19,14:42:12,2021-04-24,2021-04-21
1802872,54073,338728,7,2021-12-09,21:19:33,2021-12-12,2021-12-12
2478800,87880,230719,7,2021-06-02,01:06:56,2021-06-02,2021-06-08
1319226,62612,713480,4,2022-11-24,11:31:08,2022-11-27,2022-11-25
1759424,51840,814390,2,2021-02-05,02:16:40,2021-02-05,2021-02-07
2836851,22301,692443,4,2022-04-23,09:54:08,2022-04-23,2022-04-24
1366929,98578,651589,3,2021-01-11,03:21:07,2021-01-12,2021-01-16
1671630,59704,181096,8,2021-07-13,12:56:07,2021-07-14,2021-07-14
2685046,99945,885657,7,2021-04-08,06:03:18,2021-04-10,2021-04-09
2751572,98421,542291,4,2022-06-11,18:28:57,2022-06-17,2022-06-11
1201997,74730,383952,1,2022-05-28,05:52:48,2022-05-28,2022-06-01
1195926,54986,797214,6,2021-09-15,18:10:26,2021-09-19,2021-09-19
1550944,36418,539702,4,2022-01-19,00:15:59,2022-01-21,2022-01-19
2650212,50568,142314,1,2021-08-20,15:08:41,2021-08-22,2021-08-21
2272447,15628,764174,6,2022-11-21,10:51:08,2022-11-24,2022-11-24
3449116,34384,631971,6,2021-02-07,19:43:21,2021-02-09,2021-02-07
1660066,63045,169293,8,2022-01-06,10:12:13,2022-01-06,2022-01-10
2468821,45157,623626,7,2021-10-29,03:46:13,2021-10-30,2021-10-30
3392210,29512,563366,7,2021-07-13,17:20:02,2021-07-17,2021-07-13
2003059,15628,208952,4,2022-02-20,02:52:43,2022-02-24,2022-02-24
3128949,28562,326998,3,2021-06-10,06:55:32,2021-06-12,2021-06-16
2458145,82220,803477,6,2022-03-18,21:46:32,2022-03-20,2022-03-25
2275674,98710,428082,6,2021-01-01,05:48:22,2021-01-02,2021-01-08
1926502,56655,431755,2,2022-01-13,05:52:39,2022-01-14,2022-01-20
1800197,27000,215447,1,2022-04-16,22:27:07,2022-04-19,2022-04-18
2741607,59843,705773,7,2021-10-12,01:16:52,2021-10-13,2021-10-12
3135629,31652,791343,3,2021-08-13,09:32:07,2021-08-14,2021-08-15
2717720,51447,660920,1,2021-04-08,14:55:59,2021-04-09,2021-04-10
1273737,80214,677643,7,2022-07-17,19:41:55,2022-07-19,2022-07-17
1194559,53050,456789,7,2021-04-21,05:49:47,2021-04-22,2021-04-22
1025557,73419,838183,1,2022-09-27,08:52:25,2022-09-28,2022-09-30
2969522,47816,705773,3,2022-03-03,10:05:04,2022-03-05,2022-03-05
1510556,41182,679507,2,2022-01-11,18:24:21,2022-01-15,2022-01-13
2856297,19734,729689,4,2022-11-17,18:34:26,2022-11-23,2022-11-20
2790245,87014,583046,2,2022-01-19,17:21:51,2022-01-21,2022-01-22
1126464,56374,799899,2,2022-10-19,17:36:39,2022-10-20,2022-10-22
1260811,11937,398714,2,2022-03-12,15:30:32,2022-03-14,2022-03-14
1330919,70260,181096,8,2021-06-08,03:54:30,2021-06-11,2021-06-09
1568544,35977,640097,4,2021-04-25,16:48:58,2021-04-26,2021-04-28
2750258,11887,516335,3,2022-07-09,15:51:34,2022-07-10,2022-07-10
2986408,62688,339347,5,2021-08-13,05:58:22,2021-08-18,2021-08-14
1546795,67539,311592,2,2021-07-17,03:18:56,2021-07-18,2021-07-17
2767312,35090,870382,2,2021-10-28,08:50:48,2021-10-29,2021-11-04
2709113,23381,226172,2,2021-03-04,13:21:12,2021-03-04,2021-03-05
2079921,21695,289363,8,2022-11-21,23:10:04,2022-11-23,2022-11-23
1700027,63502,584753,1,2022-05-02,15:32:08,2022-05-07,2022-05-05
2392753,81747,778906,4,2022-06-22,03:00:01,2022-06-24,2022-06-25
3404912,20765,742021,7,2021-08-10,13:52:58,2021-08-11,2021-08-11
3048364,87900,745789,6,2021-10-14,19:15:23,2021-10-16,2021-10-21
1417460,74881,565616,8,2021-04-04,05:40:46,2021-04-04,2021-04-07
1307543,73207,439821,8,2022-10-11,10:36:18,2022-10-15,2022-10-14
2412921,39797,699669,8,2022-06-11,22:01:37,2022-06-14,2022-06-12
1912820,42354,428194,8,2022-06-27,07:20:21,2022-06-30,2022-06-27
2728860,46463,674137,2,2021-05-02,00:28:47,2021-05-02,2021-05-02
3421277,85998,483612,7,2021-05-17,12:50:27,2021-05-18,2021-05-21
2975265,42200,705644,3,2021-02-15,20:03:26,2021-02-17,2021-02-16
1034665,28435,814700,8,2022-12-30,19:05:46,2022-12-31,2023-01-01
1032859,21564,452172,2,2022-08-09,17:40:16,2022-08-11,2022-08-12
1682172,22022,866564,2,2022-01-30,17:01:33,2022-02-04,2022-01-31
1399600,53845,635020,2,2021-08-17,09:54:09,2021-08-18,2021-08-20
1459612,13954,646860,1,2021-05-11,06:06:07,2021-05-14,2021-05-12
1002378,64046,135771,3,2021-05-22,00:14:10,2021-05-25,2021-05-23
2424150,29253,387883,3,2022-11-14,08:07:10,2022-11-15,2022-11-14
1356690,27908,722302,8,2021-07-14,05:59:04,2021-07-19,2021-07-16
3348824,99328,261970,6,2021-12-11,02:29:55,2021-12-11,2021-12-15
3072349,93125,135771,8,2022-02-26,19:54:05,2022-03-01,2022-02-26
1553323,58117,159730,6,2021-01-29,14:31:32,2021-01-30,2021-01-30
1487292,81639,105701,1,2021-01-29,23:36:05,2021-02-02,2021-02-05
2343265,89729,748896,6,2022-08-26,19:17:11,2022-08-30,2022-08-28
2366519,82597,524774,1,2021-09-19,01:08:41,2021-09-19,2021-09-22
2219859,55121,645181,1,2022-03-20,16:13:13,2022-03-21,2022-03-24
2257768,50679,154612,4,2021-12-14,02:35:47,2021-12-19,2021-12-21
3345513,17852,417062,7,2022-08-29,15:15:42,2022-08-30,2022-09-01
2332763,48836,825656,1,2022-12-03,21:43:30,2022-12-04,2022-12-06
2345782,99572,502468,4,2022-02-20,08:20:05,2022-02-24,2022-02-24
2110917,29678,273840,5,2021-04-13,14:27:53,2021-04-15,2021-04-17
1189678,47868,620179,6,2022-07-23,19:40:18,2022-07-25,2022-07-23
2422579,10603,799592,2,2021-01-30,08:07:36,2021-02-02,2021-02-02
1912273,28645,840529,3,2021-10-23,08:27:17,2021-10-27,2021-10-23
2325273,35521,831392,8,2021-10-30,05:02:36,2021-10-31,2021-11-03
3468575,11937,253547,1,2022-04-16,21:30:16,2022-04-19,2022-04-19
2536538,37643,367033,3,2022-07-20,04:48:31,2022-07-25,2022-07-20
2024526,28177,699669,7,2021-04-19,07:32:41,2021-04-19,2021-04-22
2944264,29649,591068,8,2022-12-05,04:48:16,2022-12-05,2022-12-06
1346571,27333,415876,2,2021-12-31,01:48:20,2021-12-31,2022-01-04
2815496,28278,718832,4,2022-11-17,06:51:41,2022-11-17,2022-11-18
3481279,34026,583741,3,2022-01-29,22:58:41,2022-01-31,2022-01-30
2575688,34562,337414,6,2021-11-05,01:50:41,2021-11-06,2021-11-09
1796127,84079,587174,8,2022-07-22,22:24:50,2022-07-24,2022-07-22
2904626,99060,804456,3,2021-01-14,10:18:59,2021-01-17,2021-01-14
1430159,41216,791343,3,2021-10-01,02:32:17,2021-10-02,2021-10-02
1923799,11361,339347,8,2021-12-13,10:29:43,2021-12-13,2021-12-17
3284170,59875,577512,7,2021-05-15,10:10:03,2021-05-16,2021-05-22
2800795,83939,591105,7,2021-08-15,05:11:58,2021-08-20,2021-08-22
3215025,43891,805368,7,2022-12-07,01:37:42,2022-12-08,2022-12-10
1323805,70382,656515,2,2022-08-07,19:43:17,2022-08-09,2022-08-10
3296122,56456,681444,2,2021-01-26,17:05:40,2021-01-27,2021-01-27
3250453,87801,586488,8,2021-01-13,16:43:21,2021-01-15,2021-01-17
1345947,35811,531617,3,2021-09-30,11:59:51,2021-10-01,2021-10-02
2028355,12714,205685,3,2021-12-22,18:40:39,2021-12-24,2021-12-26
1868687,89267,542420,5,2022-12-08,20:45:41,2022-12-13,2022-12-09
1934235,18615,114030,1,2021-07-09,04:40:31,2021-07-10,2021-07-17
2069237,23202,735778,3,2022-03-29,11:56:05,2022-03-31,2022-04-01
2486048,31706,587253,3,2022-03-24,12:19:33,2022-03-28,2022-03-24
1790464,10471,761481,6,2022-02-18,16:56:39,2022-02-24,2022-02-23
2570425,38328,536496,6,2022-12-10,21:15:47,2022-12-11,2022-12-14
2253807,48273,369108,4,2022-04-06,17:43:15,2022-04-09,2022-04-10
1719945,73805,819734,6,2022-04-27,22:05:44,2022-04-27,2022-04-27
2082740,59814,281449,1,2021-01-29,20:48:23,2021-02-02,2021-02-01
2878033,21213,879259,3,2021-08-01,05:53:22,2021-08-02,2021-08-01
2540931,30755,116834,7,2022-10-06,22:36:34,2022-10-08,2022-10-08
1650460,25198,898137,1,2022-02-05,01:39:05,2022-02-08,2022-02-07
3029548,11857,811186,6,2022-02-02,08:05:59,2022-02-04,2022-02-02
3373052,99830,665342,5,2021-09-26,08:58:29,2021-09-26,2021-09-26
2121459,39767,399894,3,2022-10-02,05:47:51,2022-10-04,2022-10-05
1585988,11475,208952,4,2022-05-15,22:50:37,2022-05-17,2022-05-17
2085371,26663,105701,4,2021-06-12,03:57:42,2021-06-14,2021-06-15
1398140,79884,572562,7,2022-04-13,15:48:41,2022-04-17,2022-04-17
3169741,99745,170600,8,2021-07-04,12:43:31,2021-07-05,2021-07-07
3004129,77313,248392,7,2022-04-27,11:09:44,2022-05-02,2022-04-29
2549843,75496,175518,6,2021-03-28,14:12:45,2021-04-01,2021-03-29
1638431,11911,878860,2,2022-07-08,21:00:44,2022-07-09,2022-07-13
2222108,75877,832979,4,2022-04-29,12:32:36,2022-05-02,2022-05-01
2106520,25070,879259,1,2022-11-30,14:52:29,2022-12-03,2022-11-30
3146073,63948,165087,4,2021-07-25,08:21:19,2021-07-28,2021-07-27
2851068,97621,558835,1,2022-01-11,21:15:22,2022-01-13,2022-01-12
2374344,37121,640097,6,2021-08-25,04:43:12,2021-08-29,2021-09-01
2723709,93659,456733,5,2022-10-15,09:15:38,2022-10-17,2022-10-17
1109123,36655,508531,8,2021-10-05,23:15:09,2021-10-10,2021-10-06
2378809,72261,759991,1,2022-01-14,22:48:01,2022-01-15,2022-01-20
1030738,22828,254189,2,2021-03-23,09:20:16,2021-03-24,2021-03-25
1437120,17575,549793,1,2021-09-21,20:45:26,2021-09-23,2021-09-27
2410594,20432,252303,5,2022-12-05,02:12:06,2022-12-10,2022-12-09
2547708,38443,549793,7,2021-02-27,07:32:04,2021-03-01,2021-03-03
1390656,98878,508285,8,2022-09-07,09:48:47,2022-09-12,2022-09-08
2131674,86146,367033,4,2022-04-10,08:52:05,2022-04-15,2022-04-13
3169387,26737,796844,7,2022-01-26,11:38:33,2022-01-26,2022-02-01
2512297,45790,452780,2,2022-04-12,02:01:35,2022-04-14,2022-04-16
1142755,15631,558835,4,2022-08-14,05:46:48,2022-08-15,2022-08-18
1742191,70579,338862,2,2021-10-13,03:38:10,2021-10-18,2021-10-19
2019947,34026,742577,2,2022-06-02,04:42:36,2022-06-06,2022-06-02
1108346,17266,808191,2,2021-08-29,21:06:52,2021-08-30,2021-09-03
2252287,47889,888958,7,2022-10-10,11:46:45,2022-10-12,2022-10-17
1215486,20765,753903,2,2021-05-11,23:53:36,2021-05-12,2021-05-15
1545042,58904,263079,6,2022-08-22,14:35:52,2022-08-24,2022-08-25
2816779,98371,508531,5,2022-08-25,12:06:55,2022-08-25,2022-08-25
1996900,76577,173947,4,2022-09-28,04:59:43,2022-09-30,2022-10-01
3230056,54983,537762,7,2022-09-03,13:40:21,2022-09-03,2022-09-07
3053022,89932,819378,6,2022-06-24,14:43:27,2022-06-25,2022-06-25
2034740,82156,182488,2,2021-09-02,00:34:20,2021-09-04,2021-09-07
2159777,35631,126511,5,2022-05-11,07:49:15,2022-05-14,2022-05-13
1427629,19510,563521,3,2021-08-16,01:14:37,2021-08-16,2021-08-19
3442262,33270,265810,7,2021-04-25,05:24:28,2021-04-25,2021-05-02
2143663,13416,297127,2,2022-09-17,20:48:54,2022-09-19,2022-09-17
2312340,94642,174294,2,2022-10-29,12:14:45,2022-10-29,2022-10-30
1904846,47843,545505,7,2021-11-01,00:27:41,2021-11-03,2021-11-01
2024309,22031,326689,4,2022-06-11,02:33:46,2022-06-11,2022-06-14
2353696,26071,256319,8,2022-03-07,15:01:29,2022-03-08,2022-03-12
1534654,19357,803477,8,2021-02-17,23:50:33,2021-02-18,2021-02-19
1942739,42796,786946,7,2021-08-23,10:37:06,2021-08-25,2021-08-27
1003821,55527,791403,8,2021-01-31,07:32:54,2021-02-04,2021-02-03
2688828,86932,235040,7,2021-08-08,20:08:53,2021-08-08,2021-08-13
2922776,20581,761481,7,2021-12-29,07:34:02,2022-01-01,2021-12-29
1547489,76421,126763,1,2021-11-01,17:27:38,2021-11-07,2021-11-02
1683785,62421,456733,4,2022-12-18,07:40:25,2022-12-22,2022-12-22
3163224,54177,483612,6,2022-12-13,05:39:30,2022-12-13,2022-12-16
2786921,17128,134156,5,2022-02-07,04:19:14,2022-02-09,2022-02-09
2497639,15175,241825,5,2021-03-20,05:56:36,2021-03-25,2021-03-25
1911928,41394,181205,5,2021-10-30,08:17:36,2021-10-31,2021-11-04
3189644,79221,757349,3,2021-05-05,12:06:32,2021-05-05,2021-05-05
2754261,89675,760923,3,2022-05-09,21:50:14,2022-05-11,2022-05-11
1093813,49748,114745,3,2022-01-18,07:55:13,2022-01-19,2022-01-25
2667562,98272,592219,5,2022-08-18,22:26:54,2022-08-18,2022-08-18
2087882,73398,607351,2,2022-06-03,12:07:36,2022-06-04,2022-06-03
2810424,89703,477252,1,2021-02-27,07:27:07,2021-03-02,2021-03-02
1380351,54713,778906,8,2022-09-05,15:44:08,2022-09-10,2022-09-07
2714638,15272,744037,1,2021-03-01,09:41:10,2021-03-01,2021-03-01
1380055,65566,547164,3,2021-07-10,17:35:02,2021-07-10,2021-07-15
2187810,37530,152585,5,2022-03-03,19:34:31,2022-03-05,2022-03-03
3014079,17698,449141,1,2022-09-23,03:06:05,2022-09-28,2022-09-26
1217031,58505,189575,7,2021-05-04,02:41:35,2021-05-04,2021-05-09
3081062,35801,508285,7,2022-05-26,23:02:15,2022-05-31,2022-05-27
1481456,67110,235040,2,2022-11-29,06:52:56,2022-11-30,2022-12-04
2797811,64250,250716,1,2022-08-01,19:54:45,2022-08-02,2022-08-04
1884975,29966,272602,3,2021-10-12,15:14:49,2021-10-16,2021-10-14
2925369,57607,886744,1,2021-08-25,19:22:30,2021-08-26,2021-08-30
2723723,78546,521773,4,2022-02-09,04:31:11,2022-02-10,2022-02-10
3328303,30101,143130,4,2022-02-19,23:25:32,2022-02-21,2022-02-25
2746288,31265,738675,3,2021-07-01,15:23:05,2021-07-04,2021-07-03
1610572,28645,822812,7,2021-03-05,07:57:17,2021-03-10,2021-03-07
2052011,31131,665342,2,2022-10-26,04:44:15,2022-10-31,2022-10-28
2647770,29210,367033,3,2021-10-23,21:22:46,2021-10-25,2021-10-31
2605709,59915,538719,1,2022-05-14,09:56:31,2022-05-15,2022-05-14
1842168,21133,474044,8,2022-04-25,13:19:56,2022-04-25,2022-04-26
2659034,42354,797214,2,2021-10-08,15:11:21,2021-10-11,2021-10-10
2191276,96798,515482,6,2021-03-25,20:39:22,2021-03-28,2021-03-26
1831685,40454,180420,6,2021-06-02,21:17:43,2021-06-03,2021-06-02
1672656,45800,478683,7,2022-12-16,11:36:50,2022-12-16,2022-12-20
1779692,92312,620251,5,2022-12-17,16:43:49,2022-12-19,2022-12-20
1848944,21922,475337,3,2022-03-12,07:13:11,2022-03-15,2022-03-12
3394962,92060,419948,3,2021-10-10,19:41:30,2021-10-12,2021-10-11
3250149,78647,211118,2,2022-02-11,07:49:55,2022-02-16,2022-02-13
1508707,10092,215447,1,2022-05-16,04:47:43,2022-05-17,2022-05-16
3239581,83502,139648,3,2021-12-03,11:57:49,2021-12-05,2021-12-06
2221668,81417,400526,5,2021-07-29,21:51:14,2021-08-03,2021-07-31
1584086,14111,701464,3,2021-09-15,22:36:02,2021-09-19,2021-09-16
1316750,86944,750919,4,2021-11-23,06:42:08,2021-11-24,2021-11-28
3314064,53687,625293,4,2022-05-24,13:29:17,2022-05-25,2022-05-26
3072024,67677,413951,1,2022-09-02,18:42:43,2022-09-03,2022-09-06
2394300,20044,715658,7,2021-02-23,17:09:50,2021-02-25,2021-02-23
1511504,26034,726647,7,2022-03-15,22:36:40,2022-03-19,2022-03-16
1021023,21047,229360,6,2021-10-17,05:55:39,2021-10-17,2021-10-17
3084824,71965,531617,8,2021-07-20,08:11:26,2021-07-25,2021-07-28
3266883,37770,444230,2,2022-04-23,06:50:27,2022-04-25,2022-04-25
1440512,45572,159288,6,2022-04-21,03:52:29,2022-04-25,2022-04-28
1523527,33001,374961,8,2021-06-02,16:21:42,2021-06-02,2021-06-02
2621424,44844,897167,6,2021-02-14,04:50:31,2021-02-20,2021-02-16
2432482,94612,642375,4,2021-12-14,19:06:56,2021-12-15,2021-12-15
1851466,31263,584753,5,2022-07-21,04:58:15,2022-07-22,2022-07-22
2715033,45436,764174,3,2021-03-23,03:22:58,2021-03-23,2021-03-23
1653064,43692,626661,6,2021-12-08,16:24:28,2021-12-10,2021-12-16
3114536,66524,677643,8,2022-11-01,16:50:33,2022-11-04,2022-11-04
1776291,93969,143323,2,2022-12-13,15:17:54,2022-12-15,2022-12-14
1367007,46265,178772,5,2021-06-11,15:53:58,2021-06-13,2021-06-12
2354641,40294,539046,7,2022-05-15,12:57:06,2022-05-19,2022-05-19
2266874,37567,846160,1,2022-04-22,07:46:00,2022-04-27,2022-04-27
2339525,10492,469051,8,2021-05-13,15:32:30,2021-05-17,2021-05-13
3028732,47519,471812,2,2021-07-13,14:34:26,2021-07-16,2021-07-17
1075769,85857,834737,1,2022-01-17,16:33:09,2022-01-19,2022-01-18
2560123,71575,478683,1,2022-09-06,22:58:25,2022-09-08,2022-09-10
1579336,15776,510483,5,2022-06-24,18:21:02,2022-06-24,2022-06-29
1213511,52079,704884,6,2022-10-09,16:22:25,2022-10-10,2022-10-11
1869472,30437,401642,6,2022-08-08,14:49:40,2022-08-08,2022-08-10
1096898,44422,504506,6,2021-05-16,19:05:31,2021-05-16,2021-05-21
2408692,71737,620251,1,2021-10-29,01:49:40,2021-10-31,2021-10-29
1659305,25127,219029,2,2022-04-20,07:25:33,2022-04-20,2022-04-20
1068898,33360,385534,7,2022-04-25,06:05:28,2022-04-27,2022-04-27
1041431,49653,483198,2,2022-02-11,22:17:15,2022-02-13,2022-02-12
2061229,57389,702628,2,2021-11-21,09:43:38,2021-11-22,2021-11-24
